name,county,sosid
Pine Mountain Valley,Harris,145PV
Skinner,Harris,145SK
Upper 19th,Harris,145U9
Valley Plains,Harris,145VP
Waverly Hall,Harris,145WA
Whitesville,Harris,145WH
Hartwell,Hart,1472
Goldmine,Hart,1473
Cokesbury,Hart,1474
Reed Creek,Hart,1475
Bowersville,Hart,1476
Shoal Creek,Hart,1477
Bio,Hart,1478
Centralhatchee,Heard,149CEN
Cooksville-Corinth,Heard,149COO
Enon Grove,Heard,149ENO
Ephesus,Heard,149EPH
Franklin,Heard,149FRA
Southwest,Heard,149SOU
Locust Grove,Henry,15125
Tussahaw,Henry,15126
Sandy Ridge,Henry,15127
Westside,Henry,15128
Lowes,Henry,15129
South Hampton,Henry,15130
North Hampton,Henry,15131
Mt Carmel,Henry,15132
Red Oak,Henry,15133
Wesley Lakes,Henry,15134
McDonough,Henry,15135
McMullen,Henry,15136
East Lake,Henry,15137
Hickory Flat,Henry,15138
Stockbridge East-West,Henry,15139
Stagecoach,Henry,15141
Cotton Indian,Henry,15142
Pleasant Grove,Henry,15143
Austin Road,Henry,15144
Swan Lake,Henry,15145
Shakerag,Henry,15146
Ellenwood,Henry,15147
Unity Grove,Henry,15148
Shiloh,Henry,15149
Pates Creek,Henry,15150
Oakland,Henry,15151
Lake Dow,Henry,15152
Flippen,Henry,15153
Stockbridge Central,Henry,15154
Kelleytown,Henry,15155
Lighthouse,Henry,15156
Dutchtown,Henry,15157
Mt Bethel,Henry,15158
Grove Park,Henry,15159
Lake Haven,Henry,15160
McDonough Central,Henry,15161
Timberridge,Henry,15162
ANNX,Houston,153ANNX
BMS,Houston,153BMS
CENT,Houston,153CENT
CGTC,Houston,153CGTC
FMMS,Houston,153FMMS
HAFS,Houston,153HAFS
HCTC,Houston,153HCTC
HEFS,Houston,153HEFS
HHPC,Houston,153HHPC
MCMS,Houston,153MCMS
NSES,Houston,153NSES
RECR,Houston,153RECR
ROZR,Houston,153ROZR
TMS,Houston,153TMS
TWPK,Houston,153TWPK
VHS,Houston,153VHS
Irwinville,Irwin,1550901
Ocilla,Irwin,1551529
Holt,Irwin,1551753
Central Jackson,Jackson,1571000
North Jackson,Jackson,1572000
West Jackson,Jackson,1573000
South Jackson,Jackson,1574000
Wyatt,Jasper,159290
Monticello,Jasper,159295
Martin-Burney,Jasper,159296
Hazlehurst,Jeff Davis,161100
Altamaha 1,Jeff Davis,161201
Altamaha 2,Jeff Davis,161202
Blackburn 1,Jeff Davis,161301
Blackburn 2,Jeff Davis,161302
Whitehead 1,Jeff Davis,161401
Whitehead 2,Jeff Davis,161402
Ocmulgee 1,Jeff Davis,161501
Ocmulgee 2,Jeff Davis,161502
Stapleton Crossroads,Jefferson,1630076
Matthews,Jefferson,1630077
Wrens,Jefferson,1630081
Louisville,Jefferson,1630082
Wadley,Jefferson,1630083
Bartow,Jefferson,1630085
Stapleton,Jefferson,1631460
Avera,Jefferson,1631593
Primary School,Jenkins,1651
Court House,Jenkins,1652
Perkins,Jenkins,1653
Senior Citizens Center,Jenkins,1654
Four Points,Jenkins,1655
Wrightsville,Johnson,1671201
Smith,Johnson,1671266
Bray,Johnson,1671301
Kite,Johnson,16755
Gray,Jones,1691
Hawkins,Jones,16910
Ethridge,Jones,16911
Clinton,Jones,1692
Roberts,Jones,1693
Davidson,Jones,1694
Pope,Jones,1695
Barron,Jones,1696
Sanders,Jones,1698
Finney,Jones,1699
Barnesville,Lamar,1711711
Senior Citizen Bldg,Lamar,1711712B
Redbone,Lamar,1711712C
L C S C,Lamar,1711713
Milner,Lamar,1711714
Lakeland,Lanier,1731
FBC-FLC,Laurens,17503
Calhoun Park,Laurens,17504
Fire Dept Sta 5,Laurens,17505
Buckeye,Laurens,17507
Burch,Laurens,17508
Cadwell,Laurens,17510
Brewton,Laurens,17511
Dudley,Laurens,17512
Hampton Mill,Laurens,17513
Harvard,Laurens,17514
Minter,Laurens,17515
Rural Fire Sta 17,Laurens,17516
W T Adams Fire Sta 18,Laurens,17518
Reedy Springs,Laurens,17519
Smith,Laurens,17521
LCFS 10 Valambrosia,Laurens,17522
Chokee,Lee,1771
Redbone,Lee,17710
Smithville,Lee,1772
CJC,Lee,1773
Leesburg,Lee,1774
Friendship Baptist,Lee,1775
First Baptist,Lee,1776
SDA Church,Lee,1777
Flint Reformed Baptist,Lee,1778
Century Fire Station,Lee,1779
Riceboro Youth Center,Liberty,1791
Lyman Hall School,Liberty,17910
Lewis Frasier School,Liberty,17911
Memorial Dr East,Liberty,17912
Button Gwinnett,Liberty,17913
Town of Allenhurst,Liberty,17914
Hinesville,Liberty,1792
Liberty County Complex,Liberty,1793
Walthourville,Liberty,1794
Fleming West,Liberty,1795
Fleming East,Liberty,1796
Gum Branch,Liberty,1797
Hinesville Lodge 271,Liberty,1799
Midway,Lincoln,1811-A
Lincoln Club House,Lincoln,1811-B
Lincoln Center,Lincoln,1812
Faith Temple of Lincoln,Lincoln,1813-A
Tabernacle,Lincoln,1813-B
Bethany Church,Lincoln,1814-A
Martins Crossroad,Lincoln,1814-B
Beards Creek,Long,1831
Rye Patch/Oak Dale,Long,1832
South Ludowici,Long,1833
North Ludowici,Long,1834
Tibet,Long,1835
Alma Flournoy,Long,1836
Faith Baptist Annex,Long,1837
Hahira Train Depot,Lowndes,185001
Trinity,Lowndes,185002
Northside,Lowndes,185003
Naylor,Lowndes,185004
Rainwater,Lowndes,185005
Mildred,Lowndes,185006
Clyattville,Lowndes,185007
Dasher,Lowndes,185008
S Lowndes,Lowndes,185009
VSU UC # 2,Lowndes,185010
Jaycee Shack,Lowndes,185011
Northgate Assembly,Lowndes,185012
Mt Calvary,Lowndes,185013
Dahlonega,Lumpkin,187DA
Ideal,Macon,1931
Oglethorpe,Macon,1932
Marshallville,Macon,1933
Montezuma #4,Macon,1934
Montezuma #5,Macon,1935
Colbert,Madison,195COB
Collins,Madison,195COL
Comer,Madison,195COM
Danielsville,Madison,195DAN
Fork,Madison,195FOR
Harrison,Madison,195HAR
Hull,Madison,195HUL
Ila,Madison,195ILA
Mill,Madison,195MIL
Paoli,Madison,195PAO
Pittman,Madison,195PIT
Poca,Madison,195POC
Pineknot,Marion,197339
Buena Vista,Marion,197807
Tazewell,Marion,197808
Brantley,Marion,197948
Fort Perry,Marion,197955
131,McDuffie,189131
132,McDuffie,189132
133A,McDuffie,189133A
133B,McDuffie,189133B
134,McDuffie,189134
135,McDuffie,189135
136,McDuffie,189136
137,McDuffie,189137
139,McDuffie,189139
Sapelo Island,McIntosh,1911312
Townsend,McIntosh,1911480
Crescent,McIntosh,1911515
Darien,McIntosh,1911771
South Newport,McIntosh,19122
North Darien,McIntosh,191271
Chalybeate,Meriwether,19901
Gill I,Meriwether,19902
Gill II,Meriwether,19903
Odessadale,Meriwether,19904
Greenville,Meriwether,19905
Lone Oak,Meriwether,19906
Luthersville,Meriwether,19907
Alvaton,Meriwether,19908
Gay,Meriwether,19909
Woodbury,Meriwether,19910
Warm Springs,Meriwether,19911
Durand,Meriwether,19912
Raleigh,Meriwether,19913
Cove,Meriwether,19914
Colquitt-Miller,Miller,2011
Baconton,Mitchell,205BA
Branchville,Mitchell,205BV
Camilla North,Mitchell,205CN
Camilla South,Mitchell,205CS
Cotton,Mitchell,205CT
Hopeful,Mitchell,205HF
Hinsonton,Mitchell,205HI
Lester,Mitchell,205LS
Pebble City,Mitchell,205PC
Pelham,Mitchell,205PE
Sale City,Mitchell,205SC
Bentons,Monroe,20701
Brantleys,Monroe,20702
Burgays,Monroe,20703
Cabaniss,Monroe,20704
Cox,Monroe,20705
Culloden,Monroe,20706
Dillards,Monroe,20707
Evers,Monroe,20708
Forsyth,Monroe,20709
High Falls,Monroe,20710
Kelseys,Monroe,20711
Middlebrooks,Monroe,20712
Proctors,Monroe,20713
Russellville,Monroe,20714
Ailey,Montgomery,20901
Alston,Montgomery,20902
Higgston,Montgomery,20903
Kibbee,Montgomery,20904
Mount Vernon,Montgomery,20905
Tarrytown,Montgomery,20906
Uvalda,Montgomery,20907
Northeast Morgan,Morgan,21101
East Morgan,Morgan,21102
Beth/Springfield,Morgan,21103
Central Morgan,Morgan,21104
Clacks Chapel,Morgan,21105
West Morgan,Morgan,21106
North Morgan,Morgan,21107
McDonald,Murray,2131013
Shuck Pen,Murray,2131039
Southwest,Murray,2131291
Spring Place,Murray,2131895
Town,Murray,213824
Carters-Doolittle,Murray,213872
North,Murray,213874
Wynnton/Britt,Muscogee,215101
Carver/Mack,Muscogee,215102
St John/Belvedere,Muscogee,215103
Britt David,Muscogee,215104
St Peter,Muscogee,215105
Cornerstone,Muscogee,215106
Columbus Tech,Muscogee,215107
St Mark/Heiferhorn,Muscogee,215108
Wynnbrook,Muscogee,215109
Cusseta Rd,Muscogee,215110
Our Lady of Lourdes,Muscogee,215112
Mt Pilgrim,Muscogee,215113
Faith Tabernacle,Muscogee,215114
Canaan,Muscogee,215115
Holsey/Buena Vista,Muscogee,215116
Gentian/Reese,Muscogee,215117
St Paul/Clubview,Muscogee,215118
Moon/Morningside,Muscogee,215119
St Andrews/Midland,Muscogee,215120
Salvation Army,Muscogee,215121
First African,Muscogee,215122
Epworth UMC,Muscogee,215124
Marianna Gallops,Muscogee,215125
Edgewood Baptist,Muscogee,215126
Psalmond/Mathews,Muscogee,215127
City Pond,Newton,21701
Town,Newton,21702
Almon,Newton,21703
Alcovy,Newton,21704
Covington Mills,Newton,21705
Brewers,Newton,21706
Brick Store,Newton,21707
Cedar Shoals,Newton,21708
Livingston,Newton,21709
Downs,Newton,21710
Gum Creek,Newton,21712
Beaverdam,Newton,21713
Leguinn,Newton,21714
Mansfield,Newton,21715
Newborn,Newton,21716
Oxford,Newton,21717
Rocky Plains,Newton,21718
Buck Creek,Newton,21719
Stansells,Newton,21720
Fairview,Newton,21723
Crowell,Newton,21724
Hub,Newton,21725
City Hall,Oconee,21901
Colham Ferry,Oconee,21902
Antioch,Oconee,21903
Farmington,Oconee,21904
Bishop,Oconee,21905
High Shoals,Oconee,21906
North Oconee,Oconee,21907
Dark Corner,Oconee,21908
Bogart,Oconee,21909
Marswood Hall,Oconee,21910
East Oconee,Oconee,21911
Civic Center,Oconee,21912
Beaverdam,Oglethorpe,221BV
Crawford,Oglethorpe,221CR
Lexington,Oglethorpe,221LX
Burnt Hickory Park,Paulding,223001B
Crossroads Library,Paulding,223002C
Shelton Elementary,Paulding,223003C
Russom Elementary,Paulding,223004C
Paulding Sr Center,Paulding,223005C
Legacy Bapt Church,Paulding,223006B
Watson Govt Cmplx,Paulding,223007B
West Ridge Church,Paulding,223008C
Events Place,Paulding,223009B
Poplar Sprgs Bapt Church,Paulding,223010B
D Wright Innovation Ctr,Paulding,223011C
Nebo Elem School,Paulding,223013B
White Oak Park,Paulding,223014B
Mulberry Rock Park,Paulding,223015C
Beulahland Baptist Church,Paulding,223016C
Paulding County Airport,Paulding,223017C
Picketts Mill Baptist Church,Paulding,223018C
Taylor Farm Park,Paulding,223012C
Dobbins Middle School,Paulding,223019C
Byron 1,Peach,225B1
Byron 2,Peach,225B2
Claude,Peach,225C1
Fort Valley 1,Peach,225F1
Fort Valley 2,Peach,225F2
Fort Valley 3,Peach,225F3
Powersville,Peach,225P1
Yellow Creek,Pickens,2271
Sharptop,Pickens,22710
Appalachian,Pickens,22711
Refuge,Pickens,22712
Hill,Pickens,2272
Hinton,Pickens,2273
Jerusalem,Pickens,2274
Ludville,Pickens,2275
Nelson,Pickens,2276
Talking Rock,Pickens,2277
Jasper,Pickens,2278
Tate,Pickens,2279
Hacklebarney-Cason,Pierce,2290001
Blackshear,Pierce,2290002
St Johns-Blackshear,Pierce,2293A
Otter Creek,Pierce,2293B
Patterson,Pierce,2294A
Mershon,Pierce,2294B
Alabaha,Pierce,2294C
Sunset-Sweat,Pierce,2294D
Concord,Pike,2311
Hollonville,Pike,2312
Meansville,Pike,2313
Molena,Pike,2314
Second District,Pike,2315
Lifsey Springs,Pike,2316
Williamson,Pike,2317
Zebulon,Pike,2318
Aragon,Polk,23301
Blooming Grove,Polk,23302
Cedartown,Polk,23303
Fish Creek,Polk,23304
Lake Creek,Polk,23305
Rockmart,Polk,23306
Youngs Grove,Polk,23307
Courthouse Annex,Pulaski,235ANNEX
101,Putnam,237101
104,Putnam,237104
105,Putnam,237105
106,Putnam,237106
107,Putnam,237107
Georgetown,Quitman,239G
Morris,Quitman,239M
Rabun County,Rabun,241RABUN
Coleman,Randolph,243131
Shellman,Randolph,243334
Benevolence,Randolph,243566
Cuthbert-Courthouse,Randolph,243718A
Cuthbert,Randolph,243718B
Springvale,Randolph,243954
101,Richmond,245101
102,Richmond,245102
103,Richmond,245103
104,Richmond,245104
105,Richmond,245105
106,Richmond,245106
107,Richmond,245107
108,Richmond,245108
109,Richmond,245109
111,Richmond,245111
112,Richmond,245112
114,Richmond,245114
201,Richmond,245201
115,Richmond,245115
202,Richmond,245202
203,Richmond,245203
204,Richmond,245204
207,Richmond,245207
208,Richmond,245208
210,Richmond,245210
301,Richmond,245301
302,Richmond,245302
303,Richmond,245303
304,Richmond,245304
305,Richmond,245305
306,Richmond,245306
307,Richmond,245307
308,Richmond,245308
309,Richmond,245309
310,Richmond,245310
401,Richmond,245401
402,Richmond,245402
404,Richmond,245404
405,Richmond,245405
406,Richmond,245406
501,Richmond,245501
502,Richmond,245502
503,Richmond,245503
504,Richmond,245504
506,Richmond,245506
507,Richmond,245507
509,Richmond,245509
601,Richmond,245601
603,Richmond,245603
604,Richmond,245604
605,Richmond,245605
607,Richmond,245607
608,Richmond,245608
701,Richmond,245701
702,Richmond,245702
703,Richmond,245703
705,Richmond,245705
706,Richmond,245706
707,Richmond,245707
708,Richmond,245708
709,Richmond,245709
801,Richmond,245801
801B,Richmond,245801B
802,Richmond,245802
803,Richmond,245803
804,Richmond,245804
804H,Richmond,245804H
805,Richmond,245805
806,Richmond,245806
807,Richmond,245807
808,Richmond,245808
809,Richmond,245809
810,Richmond,245810
BA,Rockdale,247BA
BT,Rockdale,247BT
CO,Rockdale,247CO
FI,Rockdale,247FI
FS,Rockdale,247FS
HC,Rockdale,247HC
HI,Rockdale,247HI
LA,Rockdale,247LA
LO,Rockdale,247LO
MA,Rockdale,247MA
MI,Rockdale,247MI
OT,Rockdale,247OT
RO,Rockdale,247RO
SM,Rockdale,247SM
SP,Rockdale,247SP
ST,Rockdale,247ST
Precinct One,Schley,24901
Sylvania,Screven,25101
Hunters,Screven,25102
Newington,Screven,25103
Jenk Hill Fire Sta,Screven,25104
Rocky Ford,Screven,25105
Bay Branch,Screven,25106
Hiltonia,Screven,25107
Screven Rec Dept,Screven,25108
Greenhill Church,Screven,25109
Sr Citizens Center,Screven,25110
Jackson Fire Station,Screven,25111
Cooperville Fire Station,Screven,25112
Precinct 1,Seminole,2531
Precinct 2,Seminole,2532
Precinct 3,Seminole,2533
Precinct 4,Seminole,2534
Precinct 5,Seminole,2535
01,Spalding,25501
02,Spalding,25502
03,Spalding,25503
05,Spalding,25505
06,Spalding,25506
07,Spalding,25507
08,Spalding,25508
09,Spalding,25509
10,Spalding,25510
11,Spalding,25511
12,Spalding,25512
13,Spalding,25513
14,Spalding,25514
16,Spalding,25516
17,Spalding,25517
19,Spalding,25519
20,Spalding,25520
21,Spalding,25521
Senior Center,Stephens,257SC1
Richland,Stewart,25902
Louvale,Stewart,25904
Lumpkin,Stewart,25905
Omaha,Stewart,25906
Agri-Center,Sumter,261W-27
Airport,Sumter,261E-27
Andersonville,Sumter,26129
Browns Mill,Sumter,26128
Concord,Sumter,261N-26
GSW Conf Center,Sumter,261C2-27
Leslie,Sumter,26115
Plains,Sumter,261O-26
Rec Dept,Sumter,261C3-27
Reese Park,Sumter,261C1-27
Thompson,Sumter,26117
ONeal,Talbot,26301
Valley,Talbot,26302
Junction City,Talbot,26303
Geneva,Talbot,26304
Talbotton,Talbot,26305
Box Springs,Talbot,26306
Flint Hill,Talbot,26308
Sharon,Taliaferro,265172
Crawfordville,Taliaferro,265601
Cobbtown,Tattnall,2671
Shiloh,Tattnall,26710
Collins,Tattnall,2673
Manassas,Tattnall,2674
District II,Tattnall,2675
East Glennville,Tattnall,2677
District IV,Tattnall,2678
District V,Tattnall,2679
Precinct 1,Taylor,2691
Precinct 5,Taylor,2695
Precinct 6,Taylor,2696
Helena,Telfair,271HE
Jacksonville,Telfair,271JA
Lumber-City,Telfair,271LU
McRae,Telfair,271MC
Milan,Telfair,271MI
Scotland,Telfair,271SC
Dawson,Terrell,27301
Sasser,Terrell,27302
Bronwood,Terrell,27303
Parrott,Terrell,27304
Graves,Terrell,27305
Herod-Dover,Terrell,27306
Barwick,Thomas,275101
Boston,Thomas,275102
Central,Thomas,275103
Coolidge,Thomas,275104
Douglass,Thomas,275105
Fire Station #2,Thomas,275107
Gatlin Creek,Thomas,275108
Harper,Thomas,275109
Jerger,Thomas,275110
Meigs,Thomas,275111
Metcalfe,Thomas,275113
New Covenant,Thomas,275114
Ochlocknee,Thomas,275115
Pavo,Thomas,275117
Remington Esc,Thomas,275118
Resource Center,Thomas,275119
Scott,Thomas,275120
Merrillville,Thomas,275112
Patten,Thomas,275116
Tifton Northeast,Tift,27701
Brighton,Tift,27702
Brookfield,Tift,27703
Chula,Tift,27704
Docia,Tift,27705
Eldorado,Tift,27706
Omega,Tift,27707
Ty Ty,Tift,27708
Tifton Northwest,Tift,27709
Tifton South,Tift,27710
Mott-Litman Gym,Tift,27711
Tifton Lodge,Tift,27712
15361 Lyons,Toombs,27915361
39 Newbranch,Toombs,27939
43 Cedar Crossing,Toombs,27943
513 VPD,Toombs,279513
514 STIALC,Toombs,279514
Young Harris,Towns,2811468
Macedonia,Towns,281833
Hiawassee,Towns,281990
Annex,Treutlen,283ANNEX
Soperton,Treutlen,283SOPE
Hollis Hand,Troup,28501
Administration Bldg,Troup,28502
Hammett Rd,Troup,28503
Griggs Center,Troup,28504
West Point,Troup,28505
Hogansville,Troup,28506
East Vernon,Troup,28507
Rosemont,Troup,28508
McClendon,Troup,28510
Long Cane,Troup,28511
Gardner Newman,Troup,28512
Gray Hill,Troup,28513
Highland,Troup,28515
Northside,Troup,28516
Ashburn,Turner,2871
Sycamore,Turner,2872
Rebecca,Turner,2873
Dry Branch,Twiggs,289DB
Golden Isles,Twiggs,289GI
Higgsville,Twiggs,289HV
Jeffersonville/Ware,Twiggs,289JV/W
Shady Grove/Tarvers,Twiggs,289SG/T
Blairsville,Union,2911
Coosa,Union,29110
Choestoe,Union,29111
Jones Creek,Union,2912
Owltown,Union,2913
Ivy Log,Union,2914
Suches,Union,2915
Trackrock,Union,2916
Dooley,Union,2917
Gumlog,Union,2918
Pat Colwell,Union,2919
Yatesville,Upson,2930588
Salem,Upson,2930589
Redbone,Upson,2931610
Town,Upson,2935610
La Fayette,Walker,2950871
Walnut Grove,Walker,2950917
Rock Spring,Walker,2950944
Armuchee Valley,Walker,2950953
Mountain,Walker,2951161
Chattanooga Valley,Walker,2951501
Kensington,Walker,2951809
Rossville,Walker,2951812
Chickamauga,Walker,2951818
Fairyland,Walker,2951851
Fairview,Walker,2951893
Bold Springs,Walton,2971663
Whatley,Walton,2971675
Walker Park,Walton,297250
Gratis,Walton,297414
Between,Walton,297415
Walnut Grove,Walton,297416
Loganville North,Walton,297417
Social Circle,Walton,297418
South Monroe,Walton,297419
North Monroe,Walton,297420
Loganville South,Walton,297421
West Walton,Walton,297422
Broken Arrow,Walton,297423
Bay Creek,Walton,297424
E Monroe,Walton,297425
W Monroe,Walton,297426
Tara,Walton,297427
Mountain,Walton,297454
Jersey,Walton,297502
Blasingame,Walton,297503
Good Hope,Walton,297559
Warrenton,Warren,3011
Riddleville,Washington,3031253
Warthen,Washington,3031350
Tennille,Washington,3031488
Oconee,Washington,30388
Harrison,Washington,30391
Davisboro,Washington,30394
Sandersville,Washington,30397
Deepstep,Washington,30399
Odum,Wayne,3051A
Madray Springs,Wayne,3051B
Oglethorpe,Wayne,3051C
Screven,Wayne,3052A
Empire,Wayne,3052C
Red Hill,Wayne,3052D
Altamaha,Wayne,3053A
Gardi,Wayne,3053B
VFW,Wayne,3054A
Pine Street,Wayne,3054B
Unity,Wayne,3055A
Rec Center,Wayne,3055B
Preston 1,Webster,307P1
Alamo,Wheeler,3091
Glenwood,Wheeler,3092
Blue Creek,White,311011
Blue Ridge,White,311021
Helen,White,311031
Mossy Creek,White,311041
Mt Yonah,White,311051
Nacoochee,White,311061
Robertstown,White,311071
Shoal Creek,White,311081
Tesnatee,White,311091
Town Creek,White,311101
White Creek,White,311111
1A,Whitfield,3131A
2A,Whitfield,3132A
3A,Whitfield,3133A
4A,Whitfield,3134A
5A,Whitfield,3135A
6A,Whitfield,3136A
AN,Whitfield,313AN
CA,Whitfield,313CA
CO,Whitfield,313CO
DG,Whitfield,313DG
ES,Whitfield,313ES
FI,Whitfield,313FI
GL,Whitfield,313GL
LT,Whitfield,313LT
MC,Whitfield,313MC
NI,Whitfield,313NI
PG,Whitfield,313PG
TH,Whitfield,313TH
TI,Whitfield,313TI
TR,Whitfield,313TR
UT,Whitfield,313UT
VA,Whitfield,313VA
WS,Whitfield,313WS
Rochelle North 1,Wilcox,3151A
Abbeville North 2,Wilcox,3152A
Pineview 2,Wilcox,3152B
Pitts 3,Wilcox,3153A
Rochelle South 4,Wilcox,3154A
Abbeville South 5,Wilcox,3155A
Senior Citizen Center,Wilkes,3171
Young Farmers Bldg,Wilkes,3172A
Metasville Fire Sta,Wilkes,3172B
Edward B Pope Center,Wilkes,3173A
Rayle City Hall,Wilkes,3173B
Courthouse,Wilkes,3174A
Bloodworth,Wilkinson,31902
Griffin,Wilkinson,31903
High Hill,Wilkinson,31904
Irwinton,Wilkinson,31905
Ivey,Wilkinson,31906
Lord,Wilkinson,31907
Midway,Wilkinson,31908
Ramah,Wilkinson,31910
Turkey Creek,Wilkinson,31911
Sylvester,Worth,3211
Scooterville,Worth,32110
Minton,Worth,32111
Bridgeboro,Worth,32112
County Line,Worth,32114
Isabella,Worth,32115
Piney Woods,Worth,32116
Sylvester East,Worth,3212
Poulan,Worth,3213
Sumner,Worth,3214
Shingler,Worth,3215
Red Rock,Worth,3216
Doles,Worth,3217
Oakfield,Worth,3218
Warwick,Worth,3219
1-01C First Presbyterian Church,Chatham,0511-01C
1-05C JEA Building,Chatham,0511-05C
1-06C Central Church of Christ,Chatham,0511-06C
1-08C Grace United Methodist Church,Chatham,0511-08C
1-09C Immanuel Baptist Church,Chatham,0511-09C
1-10C St Thomas Episcopal Church,Chatham,0511-10C
1-12C Isle of Hope Baptist,Chatham,0511-12C
1-13C The Sanctuary,Chatham,0511-13C
1-14C Compassion Christian Church,Chatham,0511-14C
1-16C Ferguson Ave Baptist,Chatham,0511-16C
1-17C Islands Christian Church,Chatham,0511-17C
2-02C Blackshear Community Center,Chatham,0512-02C
2-03C W W Law Center,Chatham,0512-03C
2-04C Fellowship of Love Church,Chatham,0512-04C
2-05C Holy Spirit Lutheran Church,Chatham,0512-05C
2-06C Eli Whitney Complex,Chatham,0512-06C
2-07C Christ Community Church,Chatham,0512-07C
2-09C Salvation Army,Chatham,0512-09C
2-11C Stillwell Towers,Chatham,0512-11C
2-12C Williams Court Apts,Chatham,0512-12C
3-01C Old Courthouse,Chatham,0513-01C
3-02C Temple Mickve Israel,Chatham,0513-02C
3-03C Savannah High School,Chatham,0513-03C
3-04C First African Baptist Church,Chatham,0513-04C
3-05C Aldersgate Youth Center,Chatham,0513-05C
3-08C Jenkins High School,Chatham,0513-08C
3-09C Cokesbury Methodist,Chatham,0513-09C
3-10C Bible Baptist Church,Chatham,0513-10C
3-11C Southside Baptist Church,Chatham,0513-11C
3-12C Thunderbolt Muni Complex,Chatham,0513-12C
3-13C New Cov 7 Day Adv Ch,Chatham,0513-13C
3-14C Oglethorpe Charter Academy,Chatham,0513-14C
3-15C Eli Whitney Complex,Chatham,0513-15C
4-02C Frank Murray Comm Center,Chatham,0514-02C
4-04C Lighthouse Baptist Church,Chatham,0514-04C
4-05C St Francis Episcopal Church,Chatham,0514-05C
4-06C First Baptist of the Island,Chatham,0514-06C
4-07C Wilmington Island UMC,Chatham,0514-07C
4-08C Wilmington Island Pres Church,Chatham,0514-08C
4-10C Guard House Comm Ctr,Chatham,0514-10C
4-11C Tybee Island School Cafe,Chatham,0514-11C
4-12C St Peters Episcopal,Chatham,0514-12C
4-13C Skidaway Island Pres Church,Chatham,0514-13C
4-14C Skidaway Island Baptist,Chatham,0514-14C
4-15C Skidaway Island State Park,Chatham,0514-15C
5-01C Bartlett Middle School,Chatham,0515-01C
5-02C Senior Citizens Center,Chatham,0515-02C
5-03C Butler Presbyterian Church,Chatham,0515-03C
5-05C Liberty City Comm Ctr,Chatham,0515-05C
5-06C Seed Church,Chatham,0515-06C
5-08C Savannah Primitive BC,Chatham,0515-08C
5-10C Tatumville Community Center,Chatham,0515-10C
5-11C Largo-Tibet Elementary,Chatham,0515-11C
6-01C White Bluff Presbyterian,Chatham,0516-01C
6-02C Windsor Forest Baptist,Chatham,0516-02C
6-03C Crusader Comm Center,Chatham,0516-03C
6-05C Windsor Hall,Chatham,0516-05C
6-06C The Light Church,Chatham,0516-06C
6-08C Christ Memorial Baptist Church,Chatham,0516-08C
6-09C Trinity Lutheran Church,Chatham,0516-09C
6-11C Bamboo Farms,Chatham,0516-11C
7-01C Garden City Senior Ctr,Chatham,0517-01C
7-03C PB Edwards Gym,Chatham,0517-03C
7-04C Lake Shore Comm Ctr,Chatham,0517-04C
7-05C Woodlawn Baptist Church,Chatham,0517-05C
7-06C Pooler City Hall,Chatham,0517-06C
7-07C Rothwell Baptist Church,Chatham,0517-07C
7-08C Bloomingdale Comm Ctr,Chatham,0517-08C
7-09C Savannah Holy C of G,Chatham,0517-09C
7-10C Progressive Rec Center,Chatham,0517-10C
7-11C Seventh Day Adv Church,Chatham,0517-11C
7-12C Pooler Church,Chatham,0517-12C
7-13C Southside Fire Trng Ctr,Chatham,0517-13C
7-14C Coastal Cathedral,Chatham,0517-14C
7-15C Rice Creek School,Chatham,0517-15C
8-01C Civic Center,Chatham,0518-01C
8-02C Hellenic Center,Chatham,0518-02C
8-03C Silk Hope Baptist Church,Chatham,0518-03C
8-05C W Broad St YMCA,Chatham,0518-05C
8-06C Tompkins Rec Center,Chatham,0518-06C
8-07C Woodville-Tompkins TI,Chatham,0518-07C
8-09C Moses Jackson Center,Chatham,0518-09C
8-10C Carver Heights Comm Ctr,Chatham,0518-10C
8-11C Butler Elementary,Chatham,0518-11C
8-12C Beach High School,Chatham,0518-12C
8-13C Savannah Christian,Chatham,0518-13C
8-15C Garden City Rec Center,Chatham,0518-15C
8-16C Royal Cinemas and IMAX,Chatham,0518-16C
5-07C Station 1,Chatham,0515-07C
6-10C Station 3,Chatham,0516-10C
7-16C Pooler Recreation Center Gymnasium,Chatham,0517-16C
8-08C Resur of Our Lord Church,Chatham,0518-08C
Activity Center,Chattahoochee,0531
Powders Springs 1A,Cobb,067PS1A
Powders Springs 2A,Cobb,067PS2A
Powders Springs 3A,Cobb,067PS3A
Chappell Mill V FD,Lamar,1711712A
LIttle Ochlocknee Baptist Church,Thomas,275106
100,Ware,299100
200A,Ware,299200A
200B,Ware,299200B
300,Ware,299300
304,Ware,299304
400,Ware,299400
404,Ware,299404
405,Ware,299405
406,Ware,299406
407,Ware,299407
408,Ware,299408
409,Ware,299409
Tignal Sch Lunch Rm,Wilkes,3174B
