name,county,sosid
Wadsworth,DeKalb,089WA
Wesley Chapel Library,DeKalb,089WB
Woodrow Road,DeKalb,089WD
Winnona Park,DeKalb,089WF
Woodridge Elem,DeKalb,089WG
Warren Tech,DeKalb,089WI
Woodward,DeKalb,089WJ
White Oak,DeKalb,089WK
Winters Chapel,DeKalb,089WL
Wynbrooke Elem,DeKalb,089WN
Young Road,DeKalb,089YA
Chauncey,Dodge,091CHAUN
Clark,Dodge,091CLARK
Eddin,Dodge,091EDDIN
Empire,Dodge,091EMPIR
Jaybird,Dodge,091JAYBI
Jones,Dodge,091JONES
Lee,Dodge,091LEE
McCranie,Dodge,091MCCRA
Milan,Dodge,091MILAN
Mitchell,Dodge,091MITCH
Mullis,Dodge,091MULLI
Plainfield,Dodge,091PLAIN
Pondtown,Dodge,091PONDT
Rawlins,Dodge,091RAWLI
Vilula,Dodge,091VILUL
Yonker,Dodge,091YONKE
Lilly,Dooly,09310
Byromville,Dooly,0932
Unadilla,Dooly,0935
Vienna,Dooly,0937
Pinehurst,Dooly,0938
Palmyra Methodist,Dougherty,09501
Sherwood Elementary,Dougherty,09502
Covenant Church,Dougherty,09503
Greenbriar Church,Dougherty,09504
Westover High School,Dougherty,09505
Merry Acres Middle,Dougherty,09506
Darton College,Dougherty,09507
Westtown Elementary,Dougherty,09508
2nd Mt Zion Church,Dougherty,09509
Mt Zion Center,Dougherty,09510
Alice Coachman Elementary,Dougherty,09511
Carver Teen Center,Dougherty,09512
Shiloh Baptist Church,Dougherty,09513
Litman Cathedral,Dougherty,09514
Phoebe Healthworks,Dougherty,09515
Turner Elementary,Dougherty,09516
Jackson Heights Elementary,Dougherty,09517
Bill Miller Center,Dougherty,09518
Radium Middle School,Dougherty,09519
Putney 1st Baptist Church,Dougherty,09520
International Studies,Dougherty,09521
Phoebe East,Dougherty,09522
Pine Bluff Baptist Church,Dougherty,09523
Albany Middle School,Dougherty,09524
Christ Church,Dougherty,09525
Lamar Reese Elementary,Dougherty,09526
1st Christian Church,Dougherty,09527
Lovett Hall,Dougherty,09528
Mirror Lake Elementary,Douglas,0971258
Winston,Douglas,0971259
Dog River Library,Douglas,0971260
Atlanta West Pentecostal,Douglas,0971270
Ephesus Baptist Church,Douglas,0971271
Prays Mill Gym,Douglas,0971272
Turner,Douglas,0971273
First Baptist Lithia Springs,Douglas,0971274
Lithia Springs High School,Douglas,0971275
Deer Lick,Douglas,0971276
Golden Methodist Church,Douglas,097729
Old Courthouse,Douglas,097730
Beulah Baptist Church,Douglas,097731
Stewart,Douglas,097732
Arbor Station,Douglas,097733
Bright Star,Douglas,097734
Dorsett Shoals,Douglas,097735
Chapel Hill,Douglas,097736N
Church At Chapel Hill,Douglas,097736S
Chestnut Log,Douglas,097737
St Julians Episcopal,Douglas,097738
Lutheran Church-GS,Douglas,097739
First Baptist Douglasville,Douglas,097740
Factory Shoals,Douglas,097784
Boundary Waters,Douglas,097785
Arlington,Early,099A
Blakely,Early,099B
Cedar Springs,Early,099CS
Cuba,Early,099CUBA
Urquhart,Early,099U
Statenville,Echols,1011058
1A,Effingham,1031A
1B,Effingham,1031B
1C,Effingham,1031C
1D,Effingham,1031D
2A,Effingham,1032A
2B,Effingham,1032B
2C,Effingham,1032C
3A,Effingham,1033A
3B,Effingham,1033B
3C,Effingham,1033C
3D,Effingham,1033D
4A,Effingham,1034A
4B,Effingham,1034B
4C,Effingham,1034C
5A,Effingham,1035A
5B,Effingham,1035B
5C,Effingham,1035C
Elberton,Elbert,105189
Longstreet,Elbert,105190
Eliam,Elbert,105191
Petersburg,Elbert,105192
Wyche,Elbert,105193
Moss-Ruckersville,Elbert,105196
Pike,Elbert,105197
Gaines,Elbert,105199
Goshen,Elbert,105201
Webbsboro,Elbert,105202
Centerville,Elbert,105315
Oak Park,Emanuel,1070050
Cross-Green,Emanuel,1070052
Swainsboro,Emanuel,1070053
Summertown,Emanuel,1070057
Stillmore,Emanuel,1070058
Blundale,Emanuel,1071208
Canoochee,Emanuel,1071333
Garfield,Emanuel,1071429
Nunez,Emanuel,1071502
Twin City,Emanuel,1071560
Adrian,Emanuel,1071748
Veterans Community Center,Evans,10911
Colwell,Fannin,111COLW
Fairplay,Fannin,111FAIR
Flinthill,Fannin,111FLIN
Hemptown,Fannin,111HEMP
Hothouse,Fannin,111HOTH
Mineral Bluff,Fannin,111MINE
Mobile,Fannin,111MOBI
Morganton,Fannin,111MORG
Noontootla,Fannin,111NOON
Skeniah,Fannin,111SKEN
Sugar Creek,Fannin,111SUGC
Toccoa,Fannin,111TOCC
Blackrock,Fayette,11301
Brooks,Fayette,11302
Europe,Fayette,11303
Fayetteville East,Fayette,11304
Fayetteville West,Fayette,11305
Flint,Fayette,11306
Hopeful,Fayette,11307
Morning Creek,Fayette,11308
Rareover,Fayette,11309
Sandy Creek,Fayette,11310
Shakerag East,Fayette,11311
Shakerag West,Fayette,11312
Starrsmill,Fayette,11313
Whitewater,Fayette,11314
Woolsey,Fayette,11315
McIntosh,Fayette,11316
Oak Grove,Fayette,11317
Kedron,Fayette,11318
Aberdeen,Fayette,11319
Windgate,Fayette,11320
Flat Creek,Fayette,11321
Braelinn,Fayette,11322
Kenwood,Fayette,11323
Banks,Fayette,11324
Harps Crossing,Fayette,11325
Willow Pond,Fayette,11326
Dogwood,Fayette,11327
Oak Ridge,Fayette,11328
Jeff Davis,Fayette,11329
Murphy,Fayette,11330
Fielding Ridge,Fayette,11331
Willowbend,Fayette,11332
Camp Creek,Fayette,11333
Rising Star,Fayette,11334
Spring Hill,Fayette,11335
Antioch,Fayette,11336
Alto Park,Floyd,115001
Armuchee,Floyd,115010
Barkers,Floyd,115015
Cave Spring,Floyd,115020
Chulio,Floyd,115025
Etowah,Floyd,115030
Everett Springs,Floyd,115035
Floyd Springs,Floyd,115040
Fosters Mill,Floyd,115045
Garden Lakes,Floyd,115050
Glenwood,Floyd,115055
Howell,Floyd,115060
East Lindale,Floyd,115065
Mt Alto North,Floyd,115075
Mt Alto South,Floyd,115076
North Carolina,Floyd,115080
Riverside,Floyd,115085
East Rome,Floyd,115090
North Rome,Floyd,115105
South Rome,Floyd,115110
Texas Valley,Floyd,115115
Vanns Valley,Floyd,115125
Watters,Floyd,115130
West Lindale,Floyd,115135
Town Rome,Floyd,115140
01 Big Creek,Forsyth,11701
02 Brandywine,Forsyth,11702
03 Browns Bridge,Forsyth,11703
04 Chestatee,Forsyth,11704
05 Coal Mountain,Forsyth,11705
06 Crossroads,Forsyth,11706
07 Cumming,Forsyth,11707
08 Mashburn,Forsyth,11708
10 Midway,Forsyth,11710
15 Heardsville,Forsyth,11715
16 Otwell,Forsyth,11716
19 Old Atlanta,Forsyth,11719
21 South Forsyth,Forsyth,11721
25 Windermere,Forsyth,11725
27 Concord,Forsyth,11727
29 Polo,Forsyth,11729
34 Fowler,Forsyth,11734
35 Johns Creek,Forsyth,11735
36 Nichols,Forsyth,11736
37 Sawnee,Forsyth,11737
Carnesville,Franklin,1191
West Franklin,Franklin,1192
Northeast Franklin,Franklin,1193
Lavonia,Franklin,1194
Canon,Franklin,1195
Royston,Franklin,1196
Southwest Franklin,Franklin,1197
01A,Fulton,12101A
01B,Fulton,12101B
01C,Fulton,12101C
01D,Fulton,12101D
01E,Fulton,12101E
01F,Fulton,12101F
01G,Fulton,12101G
01H,Fulton,12101H
01I,Fulton,12101I
01J,Fulton,12101J
01P,Fulton,12101P
01R,Fulton,12101R
01S,Fulton,12101S
01T,Fulton,12101T
02A,Fulton,12102A
02A1,Fulton,12102A1
02B,Fulton,12102B
02C,Fulton,12102C
02D,Fulton,12102D
02E,Fulton,12102E
02F1,Fulton,12102F1
02F2,Fulton,12102F2
02G,Fulton,12102G
02J,Fulton,12102J
02K,Fulton,12102K
02L1,Fulton,12102L1
02L1A,Fulton,12102L1A
02L2,Fulton,12102L2
02S,Fulton,12102S
02W,Fulton,12102W
03A,Fulton,12103A
03B,Fulton,12103B
03C,Fulton,12103C
03D,Fulton,12103D
03E,Fulton,12103E
03F,Fulton,12103F
03G,Fulton,12103G
03H,Fulton,12103H
03I,Fulton,12103I
03L,Fulton,12103L
03M,Fulton,12103M
03N,Fulton,12103N
03P1A,Fulton,12103P1A
03P2,Fulton,12103P2
03S,Fulton,12103S
03T,Fulton,12103T
04A,Fulton,12104A
04B,Fulton,12104B
04C,Fulton,12104C
04D,Fulton,12104D
04F,Fulton,12104F
04G,Fulton,12104G
04I,Fulton,12104I
04J,Fulton,12104J
04K,Fulton,12104K
04L,Fulton,12104L
04M,Fulton,12104M
04S,Fulton,12104S
04T,Fulton,12104T
04V,Fulton,12104V
04W,Fulton,12104W
04X1,Fulton,12104X1
04X2,Fulton,12104X2
05A1,Fulton,12105A1
05A2,Fulton,12105A2
05B,Fulton,12105B
05C,Fulton,12105C
05D,Fulton,12105D
05F,Fulton,12105F
05J,Fulton,12105J
05K,Fulton,12105K
06B,Fulton,12106B
06D,Fulton,12106D
06D1,Fulton,12106D1
06D2,Fulton,12106D2
06E,Fulton,12106E
06F,Fulton,12106F
06G,Fulton,12106G
06I,Fulton,12106I
06J,Fulton,12106J
06L1,Fulton,12106L1
06L2,Fulton,12106L2
06N,Fulton,12106N
06Q,Fulton,12106Q
06R,Fulton,12106R
07A,Fulton,12107A
07B,Fulton,12107B
07C,Fulton,12107C
07D,Fulton,12107D
07E,Fulton,12107E
07F,Fulton,12107F
07H,Fulton,12107H
07J,Fulton,12107J
07M,Fulton,12107M
07N,Fulton,12107N
08A,Fulton,12108A
08B,Fulton,12108B
08C,Fulton,12108C
08D,Fulton,12108D
08E,Fulton,12108E
08F1,Fulton,12108F1
08G,Fulton,12108G
08H,Fulton,12108H
08J,Fulton,12108J
08K,Fulton,12108K
08L,Fulton,12108L
08M,Fulton,12108M
08N1,Fulton,12108N1
08N2,Fulton,12108N2
08P,Fulton,12108P
09A,Fulton,12109A
09B,Fulton,12109B
09C,Fulton,12109C
09D,Fulton,12109D
09E,Fulton,12109E
09F,Fulton,12109F
09G,Fulton,12109G
09H,Fulton,12109H
09I,Fulton,12109I
09K,Fulton,12109K
09K1,Fulton,12109K1
09M,Fulton,12109M
10A,Fulton,12110A
10B,Fulton,12110B
10C,Fulton,12110C
10D,Fulton,12110D
10E,Fulton,12110E
10F,Fulton,12110F
10G,Fulton,12110G
10H1,Fulton,12110H1
10H2,Fulton,12110H2
10I,Fulton,12110I
10J,Fulton,12110J
10K,Fulton,12110K
10M,Fulton,12110M
10P,Fulton,12110P
10R,Fulton,12110R
11B,Fulton,12111B
11B1,Fulton,12111B1
11C,Fulton,12111C
11E1,Fulton,12111E1
11E2,Fulton,12111E2
11E3,Fulton,12111E3
11G,Fulton,12111G
11H,Fulton,12111H
11J,Fulton,12111J
11K,Fulton,12111K
11M,Fulton,12111M
11M1,Fulton,12111M1
11N,Fulton,12111N
11P,Fulton,12111P
11R,Fulton,12111R
12A,Fulton,12112A
12A1,Fulton,12112A1
12D,Fulton,12112D
12E1,Fulton,12112E1
12F,Fulton,12112F
12G,Fulton,12112G
12H1,Fulton,12112H1
12H2,Fulton,12112H2
12I,Fulton,12112I
12J,Fulton,12112J
12K,Fulton,12112K
12L,Fulton,12112L
12M,Fulton,12112M
12N,Fulton,12112N
12S,Fulton,12112S
AP01A,Fulton,121AP01A
AP01B,Fulton,121AP01B
AP01C,Fulton,121AP01C
AP01D,Fulton,121AP01D
AP021,Fulton,121AP021
AP022,Fulton,121AP022
AP02B,Fulton,121AP02B
AP03,Fulton,121AP03
AP04A,Fulton,121AP04A
AP04B,Fulton,121AP04B
AP05,Fulton,121AP05
AP06,Fulton,121AP06
AP07A,Fulton,121AP07A
AP07B,Fulton,121AP07B
AP09A,Fulton,121AP09A
AP09B,Fulton,121AP09B
AP10,Fulton,121AP10
AP12A,Fulton,121AP12A
AP12B,Fulton,121AP12B
AP12C,Fulton,121AP12C
AP14,Fulton,121AP14
CH01,Fulton,121CH01
CH02,Fulton,121CH02
CH03,Fulton,121CH03
CH04A,Fulton,121CH04A
CH05,Fulton,121CH05
CP011,Fulton,121CP011
CP012,Fulton,121CP012
CP01B,Fulton,121CP01B
CP02,Fulton,121CP02
CP04A,Fulton,121CP04A
CP04B,Fulton,121CP04B
CP051,Fulton,121CP051
CP05B,Fulton,121CP05B
CP06A,Fulton,121CP06A
CP07B,Fulton,121CP07B
CP07C,Fulton,121CP07C
CP07D,Fulton,121CP07D
CP07E,Fulton,121CP07E
CP07F,Fulton,121CP07F
CP081,Fulton,121CP081
CP083,Fulton,121CP083
CP084,Fulton,121CP084
CP08A,Fulton,121CP08A
EP01A,Fulton,121EP01A
EP01B,Fulton,121EP01B
EP02A,Fulton,121EP02A
EP02B,Fulton,121EP02B
EP02C,Fulton,121EP02C
EP02D,Fulton,121EP02D
EP02E,Fulton,121EP02E
EP03A,Fulton,121EP03A
EP03B,Fulton,121EP03B
EP04A,Fulton,121EP04A
EP04B,Fulton,121EP04B
EP04C,Fulton,121EP04C
FA01A,Fulton,121FA01A
FA01B,Fulton,121FA01B
FA01C,Fulton,121FA01C
FA01D,Fulton,121FA01D
FC01,Fulton,121FC01
FC02,Fulton,121FC02
FC03,Fulton,121FC03
HP01,Fulton,121HP01
JC01,Fulton,121JC01
JC01A,Fulton,121JC01A
JC02,Fulton,121JC02
JC03A,Fulton,121JC03A
JC03B,Fulton,121JC03B
JC04A,Fulton,121JC04A
JC04B,Fulton,121JC04B
JC04C,Fulton,121JC04C
JC05,Fulton,121JC05
JC06,Fulton,121JC06
JC07,Fulton,121JC07
JC08,Fulton,121JC08
JC09,Fulton,121JC09
JC10,Fulton,121JC10
JC11,Fulton,121JC11
JC12,Fulton,121JC12
JC13A,Fulton,121JC13A
JC13B,Fulton,121JC13B
JC14,Fulton,121JC14
JC15,Fulton,121JC15
JC16,Fulton,121JC16
JC18,Fulton,121JC18
JC19,Fulton,121JC19
ML01A,Fulton,121ML01A
ML01B,Fulton,121ML01B
ML02A,Fulton,121ML02A
ML02B,Fulton,121ML02B
ML03,Fulton,121ML03
ML03A,Fulton,121ML03A
ML04,Fulton,121ML04
ML05,Fulton,121ML05
ML06A,Fulton,121ML06A
ML06B,Fulton,121ML06B
ML07A,Fulton,121ML07A
ML07B,Fulton,121ML07B
MP01,Fulton,121MP01
PA01,Fulton,121PA01
RW01,Fulton,121RW01
RW02,Fulton,121RW02
RW03,Fulton,121RW03
RW04,Fulton,121RW04
RW05,Fulton,121RW05
RW06,Fulton,121RW06
RW07A,Fulton,121RW07A
RW07B,Fulton,121RW07B
RW08,Fulton,121RW08
RW09,Fulton,121RW09
RW09A,Fulton,121RW09A
RW10,Fulton,121RW10
RW11A,Fulton,121RW11A
RW12,Fulton,121RW12
RW12A,Fulton,121RW12A
RW13,Fulton,121RW13
RW16,Fulton,121RW16
RW17,Fulton,121RW17
RW19,Fulton,121RW19
RW20,Fulton,121RW20
RW21,Fulton,121RW21
RW22A,Fulton,121RW22A
SC01A,Fulton,121SC01A
SC01B,Fulton,121SC01B
SC01C,Fulton,121SC01C
SC02,Fulton,121SC02
SC04,Fulton,121SC04
SC05A,Fulton,121SC05A
SC05B,Fulton,121SC05B
SC05D,Fulton,121SC05D
SC05E,Fulton,121SC05E
SC07A,Fulton,121SC07A
SC07C,Fulton,121SC07C
SC07D,Fulton,121SC07D
SC08B,Fulton,121SC08B
SC08C,Fulton,121SC08C
SC08D,Fulton,121SC08D
SC08E,Fulton,121SC08E
SC08F,Fulton,121SC08F
SC08G,Fulton,121SC08G
SC08H,Fulton,121SC08H
SC09A,Fulton,121SC09A
SC09B,Fulton,121SC09B
SC09C,Fulton,121SC09C
SC10,Fulton,121SC10
SC11A,Fulton,121SC11A
SC11B,Fulton,121SC11B
SC13,Fulton,121SC13
SC14A,Fulton,121SC14A
SC15,Fulton,121SC15
SC15A,Fulton,121SC15A
SC16A,Fulton,121SC16A
SC17A,Fulton,121SC17A
SC17B,Fulton,121SC17B
SC17C,Fulton,121SC17C
SC18A,Fulton,121SC18A
SC18B,Fulton,121SC18B
SC18C,Fulton,121SC18C
SC19A,Fulton,121SC19A
SC19B,Fulton,121SC19B
SC20,Fulton,121SC20
SC211,Fulton,121SC211
SC212,Fulton,121SC212
SC23A,Fulton,121SC23A
SC23B,Fulton,121SC23B
SC23C,Fulton,121SC23C
SC27,Fulton,121SC27
SC29A,Fulton,121SC29A
SC30A,Fulton,121SC30A
SC30B,Fulton,121SC30B
SS01,Fulton,121SS01
SS02A,Fulton,121SS02A
SS02B,Fulton,121SS02B
SS03,Fulton,121SS03
SS04,Fulton,121SS04
SS05,Fulton,121SS05
SS06,Fulton,121SS06
SS07A,Fulton,121SS07A
SS07B,Fulton,121SS07B
SS07C,Fulton,121SS07C
SS08A,Fulton,121SS08A
SS08B,Fulton,121SS08B
SS08C,Fulton,121SS08C
SS08D,Fulton,121SS08D
SS09A,Fulton,121SS09A
SS09B,Fulton,121SS09B
SS11A,Fulton,121SS11A
SS11B,Fulton,121SS11B
SS11C,Fulton,121SS11C
SS11D,Fulton,121SS11D
SS12,Fulton,121SS12
SS13A,Fulton,121SS13A
SS13B,Fulton,121SS13B
SS14,Fulton,121SS14
SS15A,Fulton,121SS15A
SS15B,Fulton,121SS15B
SS16,Fulton,121SS16
SS17,Fulton,121SS17
SS18A,Fulton,121SS18A
SS18B,Fulton,121SS18B
SS19A,Fulton,121SS19A
SS19B,Fulton,121SS19B
SS20,Fulton,121SS20
SS22,Fulton,121SS22
SS26,Fulton,121SS26
SS29A,Fulton,121SS29A
SS31,Fulton,121SS31
UC01A,Fulton,121UC01A
UC01B,Fulton,121UC01B
UC01D,Fulton,121UC01D
UC01E,Fulton,121UC01E
UC02A,Fulton,121UC02A
UC02B,Fulton,121UC02B
UC02C,Fulton,121UC02C
UC031,Fulton,121UC031
UC032,Fulton,121UC032
Ellijay South,Gilmer,12301
Cartecay,Gilmer,12302
Tails Creek,Gilmer,12303
Town Creek,Gilmer,12304
Leaches,Gilmer,12305
Cherry Log,Gilmer,12306
Boardtown,Gilmer,12307
Mountaintown,Gilmer,12308
East Ellijay,Gilmer,12309
Ellijay North,Gilmer,12310
Yukon,Gilmer,12311
Big Creek,Gilmer,12312
Ellijay Northeast,Gilmer,12313
Edgehill,Glascock,125EDGH
Gibson,Glascock,125GIBS
Mill,Glascock,125MILL
Mitchell,Glascock,125MITC
Sterling Elementary,Glynn,1271713
Brookman,Glynn,1271923
Satilla Marshes,Glynn,1271933
Blythe Island Baptist,Glynn,1271943
Christian Renewal,Glynn,1272713
Hampton River,Glynn,1272923
St William Catholic Church,Glynn,1272933
First Baptist,Glynn,1272943
Jekyll Island,Glynn,1272953
Sterling Church of God,Glynn,1273713
SE Baptist Bldg,Glynn,1273723
Career Academy,Glynn,1273733
C B Greer School,Glynn,1273743
Ballard,Glynn,1274913
Northside Baptist,Glynn,1274923
The Chapel,Glynn,1274933
College Place UMC,Glynn,1275913
Howard Coffin Park,Glynn,1275923
Urbana-Perry Parks,Glynn,1275933
Selden Park,Glynn,1275943
Sugar Valley,Gordon,1291054
Plainville,Gordon,1291055
Sonoraville,Gordon,1291056
Pine Chapel,Gordon,1291063
Oostanaula,Gordon,1291064
Oakman,Gordon,1291235
Gordon County,Gordon,129849-A
Calhoun City,Gordon,129849-B
Lily Pond,Gordon,129856
Fairmount,Gordon,129874
Red Bud,Gordon,129973
Resaca,Gordon,129980
Blowing Cave,Grady,131B
Cairo 4th District,Grady,131C04
Cairo 5th District,Grady,131C05
Duncanville,Grady,131D
Higdon,Grady,131H
Limesink,Grady,131L
Midway,Grady,131M
Pine Park,Grady,131P
Ragan,Grady,131R
Spence,Grady,131S
Spring Hill,Grady,131SH
Whigham,Grady,131W
Woodland,Grady,131WL
Greensboro,Greene,133001
Union Point,Greene,133004
Siloam,Greene,133005
White Plains,Greene,133006
Old Salem,Greene,133008
HARBINS A,Gwinnett,135001
ROCKBRIDGE A,Gwinnett,135002
DACULA,Gwinnett,135003
SUWANEE A,Gwinnett,135004
BAYCREEK A,Gwinnett,135005
GOODWINS A,Gwinnett,135006
DULUTH A,Gwinnett,135007
DUNCANS A,Gwinnett,135008
PUCKETTS A,Gwinnett,135009
CATES A,Gwinnett,135010
BERKSHIRE A,Gwinnett,135011
BERKSHIRE B,Gwinnett,135012
DUNCANS C,Gwinnett,135013
GARNERS A,Gwinnett,135014
LAWRENCEVILLE A,Gwinnett,135015
LAWRENCEVILLE B,Gwinnett,135016
MARTINS A,Gwinnett,135017
MARTINS B,Gwinnett,135018
MARTINS C,Gwinnett,135019
PINCKNEYVILLE A,Gwinnett,135020
PINCKNEYVILLE B,Gwinnett,135021
PINCKNEYVILLE C,Gwinnett,135022
PINCKNEYVILLE D,Gwinnett,135023
SUGAR HILL A,Gwinnett,135024
SUGAR HILL B,Gwinnett,135025
HOG MOUNTAIN A,Gwinnett,135026
HOG MOUNTAIN B,Gwinnett,135027
ROCKYCREEK A,Gwinnett,135028
CATES B,Gwinnett,135029
CATES C,Gwinnett,135030
HOG MOUNTAIN D,Gwinnett,135031
BERKSHIRE D,Gwinnett,135032
BERKSHIRE E,Gwinnett,135033
BERKSHIRE F,Gwinnett,135034
CATES D,Gwinnett,135035
CATES E,Gwinnett,135036
PINCKNEYVILLE E,Gwinnett,135037
PINCKNEYVILLE F,Gwinnett,135038
DUNCANS D,Gwinnett,135039
PINCKNEYVILLE H,Gwinnett,135040
BAYCREEK B,Gwinnett,135041
LAWRENCEVILLE C,Gwinnett,135042
MARTINS D,Gwinnett,135043
ROCKBRIDGE B,Gwinnett,135044
GARNERS B,Gwinnett,135045
CATES F,Gwinnett,135046
CATES G,Gwinnett,135047
DULUTH B,Gwinnett,135048
GARNERS C,Gwinnett,135049
PINCKNEYVILLE I,Gwinnett,135050
PINCKNEYVILLE J,Gwinnett,135051
BERKSHIRE G,Gwinnett,135052
CATES H,Gwinnett,135053
SUGAR HILL C,Gwinnett,135054
SUGAR HILL D,Gwinnett,135055
DULUTH C,Gwinnett,135056
DULUTH D,Gwinnett,135057
PINCKNEYVILLE K,Gwinnett,135058
PINCKNEYVILLE N,Gwinnett,135059
LAWRENCEVILLE D,Gwinnett,135060
LAWRENCEVILLE E,Gwinnett,135061
PINCKNEYVILLE L,Gwinnett,135062
PINCKNEYVILLE M,Gwinnett,135063
GARNERS D,Gwinnett,135064
BERKSHIRE H,Gwinnett,135065
PINCKNEYVILLE O,Gwinnett,135066
PUCKETTS E,Gwinnett,135067
CATES I,Gwinnett,135068
CATES J,Gwinnett,135069
GOODWINS B,Gwinnett,135070
LAWRENCEVILLE F,Gwinnett,135071
MARTINS E,Gwinnett,135072
PINCKNEYVILLE P,Gwinnett,135073
PINCKNEYVILLE Q,Gwinnett,135074
ROCKBRIDGE C,Gwinnett,135075
ROCKBRIDGE D,Gwinnett,135076
GOODWINS C,Gwinnett,135077
BAYCREEK K,Gwinnett,135078
CATES K,Gwinnett,135079
BAYCREEK C,Gwinnett,135080
CATES L,Gwinnett,135081
DULUTH E,Gwinnett,135082
GOODWINS D,Gwinnett,135083
LAWRENCEVILLE G,Gwinnett,135084
LAWRENCEVILLE H,Gwinnett,135085
MARTINS F,Gwinnett,135086
PINCKNEYVILLE S,Gwinnett,135087
ROCKBRIDGE E,Gwinnett,135088
SUGAR HILL E,Gwinnett,135089
LAWRENCEVILLE I,Gwinnett,135090
BAYCREEK D,Gwinnett,135091
BERKSHIRE J,Gwinnett,135092
CATES M,Gwinnett,135093
CATES N,Gwinnett,135094
DULUTH F,Gwinnett,135095
DULUTH G,Gwinnett,135096
GOODWINS E,Gwinnett,135097
GOODWINS F,Gwinnett,135098
PINCKNEYVILLE T,Gwinnett,135099
SUWANEE B,Gwinnett,135100
PINCKNEYVILLE U,Gwinnett,135101
PUCKETTS B,Gwinnett,135102
BERKSHIRE L,Gwinnett,135103
ROCKBRIDGE F,Gwinnett,135104
SUGAR HILL F,Gwinnett,135105
SUWANEE C,Gwinnett,135106
CATES O,Gwinnett,135107
BAYCREEK E,Gwinnett,135108
BERKSHIRE M,Gwinnett,135109
MARTINS G,Gwinnett,135110
DULUTH H,Gwinnett,135111
BERKSHIRE N,Gwinnett,135112
PINCKNEYVILLE V,Gwinnett,135113
PINCKNEYVILLE W,Gwinnett,135114
MARTINS H,Gwinnett,135115
MARTINS I,Gwinnett,135116
MARTINS J,Gwinnett,135117
GARNERS F,Gwinnett,135118
BERKSHIRE O,Gwinnett,135119
BERKSHIRE P,Gwinnett,135120
PINCKNEYVILLE X,Gwinnett,135121
ROCKBRIDGE G,Gwinnett,135122
PINCKNEYVILLE Y,Gwinnett,135123
GOODWINS G,Gwinnett,135124
PINCKNEYVILLE Z,Gwinnett,135125
PINCKNEYVILLE A1,Gwinnett,135126
LAWRENCEVILLE J,Gwinnett,135127
GOODWINS H,Gwinnett,135128
DUNCANS B,Gwinnett,135129
SUWANEE D,Gwinnett,135130
SUWANEE E,Gwinnett,135131
LAWRENCEVILLE K,Gwinnett,135132
HARBINS B,Gwinnett,135133
BAYCREEK F,Gwinnett,135134
PUCKETTS C,Gwinnett,135135
HOG MOUNTAIN C,Gwinnett,135136
ROCKYCREEK B,Gwinnett,135137
DULUTH I,Gwinnett,135138
MARTINS K,Gwinnett,135139
SUWANEE H,Gwinnett,135140
SUGAR HILL G,Gwinnett,135141
SUWANEE F,Gwinnett,135142
LAWRENCEVILLE L,Gwinnett,135143
LAWRENCEVILLE M,Gwinnett,135144
BAYCREEK G,Gwinnett,135145
BAYCREEK H,Gwinnett,135146
BAYCREEK I,Gwinnett,135147
BERKSHIRE Q,Gwinnett,135148
GOODWINS I,Gwinnett,135149
DULUTH K,Gwinnett,135150
HARBINS C,Gwinnett,135151
ROCKYCREEK C,Gwinnett,135152
LAWRENCEVILLE N,Gwinnett,135153
PUCKETTS D,Gwinnett,135154
SUWANEE G,Gwinnett,135155
BAYCREEK J,Gwinnett,135156
Habersham North,Habersham,13701
Habersham South,Habersham,13702
Demorest,Habersham,13703
Town of Mt Airy,Habersham,13704
City of Baldwin,Habersham,13705
Mud Creek,Habersham,13706
Amys Creek,Habersham,13707
Wilson,Hall,139001
Chicopee,Hall,139002
Oakwood I,Hall,139003
Oakwood II,Hall,139004
Flowery Branch I,Hall,139005
Flowery Branch II,Hall,139006
Roberts,Hall,139007
Morgan I,Hall,139008
Morgan II,Hall,139009
Candler,Hall,139010
Tadmore,Hall,139011
Glade,Hall,139012
Lula,Hall,139013
Clermont,Hall,139014
Quillians,Hall,139015
Bark Camp,Hall,139016
Chestatee,Hall,139017
Fork,Hall,139018
Whelchel,Hall,139019
West Whelchel,Hall,139020
Gainesville I,Hall,139021
Gainesville II,Hall,139022
Gainesville III,Hall,139023
Gainesville IV,Hall,139024
Gainesville V,Hall,139025
Gillsville,Hall,139026
Big Hickory,Hall,139027
Friendship I,Hall,139028
Friendship II,Hall,139029
Friendship III,Hall,139030
Friendship IV,Hall,139031
Devereux Fire Station,Hancock,1411A
St Mark,Hancock,1411B
Courthouse,Hancock,1412A
Second Beulah,Hancock,1412B
Mayfield Community Center,Hancock,1413A
Power of God,Hancock,1413B
Warren Chapel,Hancock,1413C
Youth Center,Hancock,1414A
Second Darrien,Hancock,1414B
Sparta 4C,Hancock,1414C
Bremen,Haralson,14302
Buchanan,Haralson,14303
Buncombe,Haralson,14304
Corinth,Haralson,14305
Twentieth,Haralson,14306
Felton,Haralson,14307
Little Creek,Haralson,14308
Mt View,Haralson,14309
Seventh,Haralson,14310
Berea-Steadman,Haralson,14311
Tallapoosa,Haralson,14312
Waco,Haralson,14313
Cataula,Harris,145CA
Ellerslie,Harris,145EL
Goodman,Harris,145GM
Hamilton,Harris,145HA
Lower 19th,Harris,145L9
Mulberry Grove,Harris,145MG
